file_id,relative_path,absolute_path,noise_condition,machine_type,machine_id,label,split,source_recording,segment_start,segment_end,duration_seconds,sample_rate,num_frames,num_channels,file_size_bytes,sha256
fan_id_00_00000033,-6_dB_fan\fan\id_00\abnormal\00000033.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000033.wav,-6_dB,fan,id_00,abnormal,val,00000033,0.0,10.0,10.0,16000,160000,8,2560080,5490948e17c9de85b7344ba7ffc61fe1d43625d623cdde5fd40a8d002391c06f
fan_id_00_00000034,-6_dB_fan\fan\id_00\abnormal\00000034.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000034.wav,-6_dB,fan,id_00,abnormal,val,00000034,0.0,10.0,10.0,16000,160000,8,2560080,301eadf7b7776d5c1e55995babf81593be2e2ee26dfce5af82329055a92c2375
fan_id_00_00000035,-6_dB_fan\fan\id_00\abnormal\00000035.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000035.wav,-6_dB,fan,id_00,abnormal,val,00000035,0.0,10.0,10.0,16000,160000,8,2560080,357a7571b28f67ef5df4f416360ef845e8a412a3af0e952d67e0de03e31a7b80
fan_id_00_00000036,-6_dB_fan\fan\id_00\abnormal\00000036.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000036.wav,-6_dB,fan,id_00,abnormal,val,00000036,0.0,10.0,10.0,16000,160000,8,2560080,dfdcc36f2b1e15151a9fda28ba3883d2d6fb5e456ca279335c61e61fb98230e7
fan_id_00_00000037,-6_dB_fan\fan\id_00\abnormal\00000037.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000037.wav,-6_dB,fan,id_00,abnormal,val,00000037,0.0,10.0,10.0,16000,160000,8,2560080,5bab353af0cd6935252826e3148a9e868bd4ea9b5a3d82dcdebc6d3339357cd5
fan_id_00_00000038,-6_dB_fan\fan\id_00\abnormal\00000038.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000038.wav,-6_dB,fan,id_00,abnormal,val,00000038,0.0,10.0,10.0,16000,160000,8,2560080,7a83babb0b391cc44a5f452290a3c9246f38bb8a6657e9ea1ce5e46befd1f23e
fan_id_00_00000039,-6_dB_fan\fan\id_00\abnormal\00000039.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000039.wav,-6_dB,fan,id_00,abnormal,val,00000039,0.0,10.0,10.0,16000,160000,8,2560080,4156147ebef7afed22264728dea8189a07dd656f577898fc5e32375bb69e3b36
fan_id_00_00000040,-6_dB_fan\fan\id_00\abnormal\00000040.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000040.wav,-6_dB,fan,id_00,abnormal,val,00000040,0.0,10.0,10.0,16000,160000,8,2560080,8cde9f3c37bf353f55234d6eb9823478295005db0a6b10f71e1e1a4723823d24
fan_id_00_00000041,-6_dB_fan\fan\id_00\abnormal\00000041.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000041.wav,-6_dB,fan,id_00,abnormal,val,00000041,0.0,10.0,10.0,16000,160000,8,2560080,f9edf35b7509a6e92201a90f3580fd5c4dbf46321eb152466d1f7de8ce019d1e
fan_id_00_00000042,-6_dB_fan\fan\id_00\abnormal\00000042.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000042.wav,-6_dB,fan,id_00,abnormal,val,00000042,0.0,10.0,10.0,16000,160000,8,2560080,3d22350e1adb4202adbb08e8aac7a388dab065659aee8350bebc4363f64310ee
fan_id_00_00000043,-6_dB_fan\fan\id_00\abnormal\00000043.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000043.wav,-6_dB,fan,id_00,abnormal,val,00000043,0.0,10.0,10.0,16000,160000,8,2560080,3861bece851c23889b0a1237463b435b76f5bcb111341a6c8febbdc4a780495d
fan_id_00_00000044,-6_dB_fan\fan\id_00\abnormal\00000044.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000044.wav,-6_dB,fan,id_00,abnormal,val,00000044,0.0,10.0,10.0,16000,160000,8,2560080,53d7ed90537ba9e348643467fbfa5597e7f032abf591f0859b4e3dae977401d5
fan_id_00_00000045,-6_dB_fan\fan\id_00\abnormal\00000045.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000045.wav,-6_dB,fan,id_00,abnormal,val,00000045,0.0,10.0,10.0,16000,160000,8,2560080,1807371ebdbc5372cac1fbebb313eaeb83199a9af70280acc19589902d4009b9
fan_id_00_00000046,-6_dB_fan\fan\id_00\abnormal\00000046.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000046.wav,-6_dB,fan,id_00,abnormal,val,00000046,0.0,10.0,10.0,16000,160000,8,2560080,ecf64f6c11f5779980cd5a5fae66f2c04f4848cfedb660db094467a03a899ca7
fan_id_00_00000047,-6_dB_fan\fan\id_00\abnormal\00000047.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000047.wav,-6_dB,fan,id_00,abnormal,val,00000047,0.0,10.0,10.0,16000,160000,8,2560080,fccbde83edd69bede90c054878074db05bd2ab1cba83e1ed152a044238b7dde8
fan_id_00_00000048,-6_dB_fan\fan\id_00\abnormal\00000048.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000048.wav,-6_dB,fan,id_00,abnormal,val,00000048,0.0,10.0,10.0,16000,160000,8,2560080,72e8fa4224927dcd609f16673c30269ed364deb6a99d099efdc41fdcb4a1e2df
fan_id_00_00000049,-6_dB_fan\fan\id_00\abnormal\00000049.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000049.wav,-6_dB,fan,id_00,abnormal,val,00000049,0.0,10.0,10.0,16000,160000,8,2560080,b3e73b86ff6d2d0c139be934aaf1248e9d686656525264e31f881f035c932b27
fan_id_00_00000050,-6_dB_fan\fan\id_00\abnormal\00000050.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000050.wav,-6_dB,fan,id_00,abnormal,val,00000050,0.0,10.0,10.0,16000,160000,8,2560080,dde6ffc710a9f48ef0f4253e8c4513ce75e57910b2b68ce284d5a974a916df6a
fan_id_00_00000051,-6_dB_fan\fan\id_00\abnormal\00000051.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000051.wav,-6_dB,fan,id_00,abnormal,val,00000051,0.0,10.0,10.0,16000,160000,8,2560080,8eec604454f837fcecac0ae88dd62289ff7baf423a50e0ae62dabb700f62b27a
fan_id_00_00000052,-6_dB_fan\fan\id_00\abnormal\00000052.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000052.wav,-6_dB,fan,id_00,abnormal,val,00000052,0.0,10.0,10.0,16000,160000,8,2560080,9bcc342e05e8753209dd7312cb817c166a182948371286ee85c793d56d11736a
fan_id_00_00000053,-6_dB_fan\fan\id_00\abnormal\00000053.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000053.wav,-6_dB,fan,id_00,abnormal,val,00000053,0.0,10.0,10.0,16000,160000,8,2560080,00b9a97e10b6f0f325b27539cb9b2588c4287f7dab61433bd5e1befe23cea55b
fan_id_00_00000054,-6_dB_fan\fan\id_00\abnormal\00000054.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000054.wav,-6_dB,fan,id_00,abnormal,val,00000054,0.0,10.0,10.0,16000,160000,8,2560080,e120782b460a4adcbea64ff90ba8c2e30dbcd32d6e2a07a53b0b1ca4975a0f57
fan_id_00_00000055,-6_dB_fan\fan\id_00\abnormal\00000055.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000055.wav,-6_dB,fan,id_00,abnormal,val,00000055,0.0,10.0,10.0,16000,160000,8,2560080,d756f62fdc03eed3f06e868efcd70325f495b11b05a49a543677fdbadf179cf3
fan_id_00_00000056,-6_dB_fan\fan\id_00\abnormal\00000056.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000056.wav,-6_dB,fan,id_00,abnormal,val,00000056,0.0,10.0,10.0,16000,160000,8,2560080,1515c5932a2f937a8798740b85a05daa909f95399d9111a95acdfa318da4a7a4
fan_id_00_00000057,-6_dB_fan\fan\id_00\abnormal\00000057.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000057.wav,-6_dB,fan,id_00,abnormal,val,00000057,0.0,10.0,10.0,16000,160000,8,2560080,4fc7e3d18162ebefa645c06743b3df42af0b373cfe7ff45f7c5dc428e94fbd4f
fan_id_00_00000058,-6_dB_fan\fan\id_00\abnormal\00000058.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000058.wav,-6_dB,fan,id_00,abnormal,val,00000058,0.0,10.0,10.0,16000,160000,8,2560080,129366e3a1aa3ae05a1ed6d8cfa7515618d400995502e735b96b1b0f7032de3f
fan_id_00_00000059,-6_dB_fan\fan\id_00\abnormal\00000059.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000059.wav,-6_dB,fan,id_00,abnormal,val,00000059,0.0,10.0,10.0,16000,160000,8,2560080,2db7e1b14997a4674d1d013bc306943443b8b16a388e0a680af1e9c383d141e5
fan_id_00_00000060,-6_dB_fan\fan\id_00\abnormal\00000060.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000060.wav,-6_dB,fan,id_00,abnormal,val,00000060,0.0,10.0,10.0,16000,160000,8,2560080,71abbbdbd35523a9aa693b6cc8694c17b9d9fa67f82b0c3f9a8b4a7ced2ebe8c
fan_id_00_00000061,-6_dB_fan\fan\id_00\abnormal\00000061.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000061.wav,-6_dB,fan,id_00,abnormal,val,00000061,0.0,10.0,10.0,16000,160000,8,2560080,6b66ce76b7a209714dd9047f3825f89038e4420c57b992e16cf6132cc20c6971
fan_id_00_00000062,-6_dB_fan\fan\id_00\abnormal\00000062.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000062.wav,-6_dB,fan,id_00,abnormal,val,00000062,0.0,10.0,10.0,16000,160000,8,2560080,3204fac1f22e94689735843e1db31a173a51e30114e48ae94d10de012ddd6ec7
fan_id_00_00000063,-6_dB_fan\fan\id_00\abnormal\00000063.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000063.wav,-6_dB,fan,id_00,abnormal,val,00000063,0.0,10.0,10.0,16000,160000,8,2560080,a825b0614140f17949548b9b9afce72942f8277ac9487fa32140a1fe0a3f588c
fan_id_00_00000064,-6_dB_fan\fan\id_00\abnormal\00000064.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000064.wav,-6_dB,fan,id_00,abnormal,val,00000064,0.0,10.0,10.0,16000,160000,8,2560080,9f3b5473fe30ec33ad85521d8e3941b7d9e37d31924c1f7b4cea28008e637196
fan_id_00_00000065,-6_dB_fan\fan\id_00\abnormal\00000065.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000065.wav,-6_dB,fan,id_00,abnormal,val,00000065,0.0,10.0,10.0,16000,160000,8,2560080,e34d3973e56baa734165e3623bbdf7256976f6c1305759452bc04d810ffded9c
fan_id_00_00000066,-6_dB_fan\fan\id_00\abnormal\00000066.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000066.wav,-6_dB,fan,id_00,abnormal,val,00000066,0.0,10.0,10.0,16000,160000,8,2560080,e0865acc2048eb67ed27ac5ef275d60f0c4dbc68ef205a8cd123f9b210372040
fan_id_00_00000067,-6_dB_fan\fan\id_00\abnormal\00000067.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000067.wav,-6_dB,fan,id_00,abnormal,val,00000067,0.0,10.0,10.0,16000,160000,8,2560080,a23ee470d04dd5e4fc2387cfcc85b3a495a459bbafd255d2c2a08c1885d7899f
fan_id_00_00000068,-6_dB_fan\fan\id_00\abnormal\00000068.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000068.wav,-6_dB,fan,id_00,abnormal,val,00000068,0.0,10.0,10.0,16000,160000,8,2560080,529e3a4b0087be5af05d59010a886cffd5ab4b79daf3a1a1e609ba20529d8761
fan_id_00_00000069,-6_dB_fan\fan\id_00\abnormal\00000069.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000069.wav,-6_dB,fan,id_00,abnormal,val,00000069,0.0,10.0,10.0,16000,160000,8,2560080,689f0c5b89fc7ba7077a085c2ce4dff86bfe5c730b870a4afa9f41c250a9f100
fan_id_00_00000070,-6_dB_fan\fan\id_00\abnormal\00000070.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000070.wav,-6_dB,fan,id_00,abnormal,val,00000070,0.0,10.0,10.0,16000,160000,8,2560080,6a806a28bb93527a83c79f50c5c357fbc9946a3556894ed13802483b78a4156e
fan_id_00_00000071,-6_dB_fan\fan\id_00\abnormal\00000071.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000071.wav,-6_dB,fan,id_00,abnormal,val,00000071,0.0,10.0,10.0,16000,160000,8,2560080,5a9c81011441d687704b4a99457177289cdf205a0c3b056b1b3dfaaf3cd8a64f
fan_id_00_00000072,-6_dB_fan\fan\id_00\abnormal\00000072.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000072.wav,-6_dB,fan,id_00,abnormal,val,00000072,0.0,10.0,10.0,16000,160000,8,2560080,9e9e74d309a801133506300a3bab65dea5e442d962e592f59c395f68aa4b6ab5
fan_id_00_00000073,-6_dB_fan\fan\id_00\abnormal\00000073.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000073.wav,-6_dB,fan,id_00,abnormal,val,00000073,0.0,10.0,10.0,16000,160000,8,2560080,3f407ed123016b86e5b076fd803e52687820716763bb47d90bcaa90cf08f8df4
fan_id_00_00000074,-6_dB_fan\fan\id_00\abnormal\00000074.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000074.wav,-6_dB,fan,id_00,abnormal,val,00000074,0.0,10.0,10.0,16000,160000,8,2560080,3a0078d56a594af3b1534a4dc804507ea38d13941681718b09a74a604ea249d5
fan_id_00_00000075,-6_dB_fan\fan\id_00\abnormal\00000075.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000075.wav,-6_dB,fan,id_00,abnormal,val,00000075,0.0,10.0,10.0,16000,160000,8,2560080,61985c30263d73870c281dde2df0513548c6bb49b1541d75157159c2603bfc73
fan_id_00_00000076,-6_dB_fan\fan\id_00\abnormal\00000076.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000076.wav,-6_dB,fan,id_00,abnormal,val,00000076,0.0,10.0,10.0,16000,160000,8,2560080,89e5924b1d03041667d86f69428879ea37853dcefa48add643f5bb231b8ea61e
fan_id_00_00000077,-6_dB_fan\fan\id_00\abnormal\00000077.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000077.wav,-6_dB,fan,id_00,abnormal,val,00000077,0.0,10.0,10.0,16000,160000,8,2560080,a823acb07c776fbd93d884550f3ca516f20f1762a83ae67c1995c124618880e2
fan_id_00_00000078,-6_dB_fan\fan\id_00\abnormal\00000078.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000078.wav,-6_dB,fan,id_00,abnormal,val,00000078,0.0,10.0,10.0,16000,160000,8,2560080,0868757e45c876e1e97c581d7b0cc708c7d5526a58ceed9cc7ca1bd92c886b2b
fan_id_00_00000079,-6_dB_fan\fan\id_00\abnormal\00000079.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000079.wav,-6_dB,fan,id_00,abnormal,val,00000079,0.0,10.0,10.0,16000,160000,8,2560080,1cf863bc66441679aa6acce83f28cd9613a9c500f78d6335dc8446274fecba50
fan_id_00_00000080,-6_dB_fan\fan\id_00\abnormal\00000080.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000080.wav,-6_dB,fan,id_00,abnormal,val,00000080,0.0,10.0,10.0,16000,160000,8,2560080,82a2e3b70eee0a59204cb2ff9522a90de7c57ece09642992289fb7d295c56dcd
fan_id_00_00000081,-6_dB_fan\fan\id_00\abnormal\00000081.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000081.wav,-6_dB,fan,id_00,abnormal,val,00000081,0.0,10.0,10.0,16000,160000,8,2560080,12cdc1387cf7204a0b0d57fe33da669f8ecb311eab5089e981913861bc535b39
fan_id_00_00000082,-6_dB_fan\fan\id_00\abnormal\00000082.wav,E:\MIMII\-6_dB_fan\fan\id_00\abnormal\00000082.wav,-6_dB,fan,id_00,abnormal,val,00000082,0.0,10.0,10.0,16000,160000,8,2560080,6d3360077d822bfc7fa9edbf043ec108f7e65b6026c272c46a84a8cabc3992d6
