"relative_path","category","size_bytes","last_write_utc","sha256","hash_status","classification"
"artifacts/EXP-CHAAD-001/environment.json","artifacts","1475","2026-07-24T04:31:05.8632810Z","a2122b1519a0697a9abed4bfc8eab9380f7ae45759384c56dedad2b27af3b90f","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/evaluation_audit.json","artifacts","4671","2026-07-24T05:57:32.7453592Z","c054b8e77b0884444acb0fe9064535eab9f45cf33dd54367b70ccd1f07588d65","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/evaluation_audit.md","artifacts","4854","2026-07-24T05:58:39.7759845Z","f50e30d1db7bc71abfc0c2fdb245f5720f4ae4333829eb11cf648c38f9c12ec5","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/git_commit.txt","artifacts","41","2026-07-23T04:02:53.7303593Z","01c51cf6a783825b6a68a6221715d90f8db79bd8829f3fb71b9043b4eb94598f","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/independent_metrics.json","artifacts","777","2026-07-23T04:15:19.4243290Z","2319a41d661703ef9a9841d1009f01c593d132adf022ad61631c902550950696","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/independent_metrics_corrected.json","artifacts","1020","2026-07-24T05:57:32.6507336Z","8a073c0db673ad5e358c4251539c1da712200e56443dfba99aa2dc6c318fbcb7","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/manifest_checksum.txt","artifacts","65","2026-07-24T04:34:50.8504671Z","f666b732d104ec42f0388f7c2f0d96e42f61e8af774ed6b1a6139a27a5db4a6a","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/prediction_export_determinism.json","artifacts","400","2026-07-24T05:57:32.5744818Z","d1bebb8f86e5c1afd6f547fd59a846a85cf3a524a364d182e14e79f0f6bc20b2","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/prediction_export_validation.json","artifacts","1040","2026-07-24T05:57:32.5380979Z","301b8bbd1a3da8fcf959a463d9822d879f8cd1ea5e5b86295a460624ab169934","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/provenance.json","artifacts","2562","2026-07-24T04:34:51.6733385Z","aea28dc5a95bca6500fb5d7c6fadc90399837b64f00644c01b271490ce2df9dc","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/README.md","artifacts","3102","2026-07-24T04:34:52.4994381Z","c7699e92893fc199b9b74d2d18df9d9ee61189cadff24cad77e277112f817633","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/subgroup_metrics.json","artifacts","527","2026-07-23T04:15:19.4270231Z","9f0bd3b24399769528c9ad3bc2133692caef4d84a41023e0052f2338a96d62a5","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/subgroup_metrics_corrected.json","artifacts","528","2026-07-24T05:57:32.6532163Z","ff7fe371b51c518d5bbdbd0b713cfbd6d5e88051e5c951573705ae7ee6e3c54e","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/training_audit.json","artifacts","459602","2026-07-24T04:39:32.7733324Z","cd46ef70a340d82638cc4ec43020ee8a967c9227c4e7a1735b3ddeef9bc778d2","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/training_audit.md","artifacts","5883","2026-07-24T04:39:28.1023651Z","645f5c82b25c45c97fbfd4db7acd1da8ef4ed23fcb15c8e6274cf1dd7573ba39","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/training_command.txt","artifacts","169","2026-07-24T04:31:09.0825766Z","0b0389dd37092ae3c22e78603b716718e9a5e6eecd71f9d46987ad2ac909bc74","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/training_curves/learning_rate.png","artifacts","48522","2026-07-24T04:38:46.7666818Z","bd74a15b66cb0c214e66a1a7adcc701d47a845fb1e1da29a2673d9eadccbefc6","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/training_curves/training_loss.png","artifacts","80112","2026-07-24T04:38:46.3357094Z","ae10c41a1ff71725f127fccaadea6ea49c5c8a46ce323fc836a21bc593a44855","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/training_curves/validation_auc.png","artifacts","65789","2026-07-24T04:38:46.6199536Z","0edfa70685cec5712a96e78ed2e2d95519fd54f085bfabce3ce91ffd449257a2","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/training_curves/validation_loss.png","artifacts","58446","2026-07-24T04:38:46.4732138Z","6efa7f33031c65f0b23ac38b7400e640c2f533c45ec709dcbe8ae15c82b2e7f8","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/training_summary.json","artifacts","2214","2026-07-24T04:31:07.5488737Z","ba4eff1a2da1aaef0fc859bdcd05e53f709aa2df9b6c07c9b7fd2c53d550b387","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/validation_metrics.json","artifacts","1004","2026-07-24T04:31:08.3033289Z","ce242fcb2e7d902ab0c5a2faa65dc7c66f40c626d50eb101134d5bb71b9212d5","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/validation_predictions.csv","artifacts","3085073","2026-07-23T04:15:19.4099913Z","bee40c84a218cd460b1eab5b280e2628d561e00ea89b045ea0ec3b9a29f8af20","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/EXP-CHAAD-001/validation_predictions_corrected.csv","artifacts","5226938","2026-07-24T05:57:32.5360913Z","9c88cc847630b927ce317399f5805d9c40643375ba6d284d9cb549cb399c4f4b","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/experiment_provenance.json","artifacts","576","2026-07-21T12:05:03.5091503Z","fac6fa40c123caa48e8ab33d56149ceb07de71bcf43db1d55e9c83d6315aa459","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/final_test_lock.json","artifacts","1772","2026-07-21T06:28:55.7249842Z","ddb3c6366947a719a125efca2eeb940b50606f2207ebe4e5e9e524a6a6634771","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/models/manifest.json","artifacts","1058","2026-07-20T09:46:10.4251611Z","7404e0a1541d350c67b1911bdd858ca3bb563e6d2f03638ece8e83e6c41f9055","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/normalization_metadata.json","artifacts","1003","2026-07-21T06:28:55.7249842Z","0ce0a5bef2a19f0ff8fe9f4a5ca883002dba842f293de9a019057ab625d35aad","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/pre_validation_backup/calibration_report.json","artifacts","2115","2026-07-20T09:46:10.4452374Z","2fa9ceffede7d08c305b5a416b35234d7e5006b7ff31608ab4800788f5205041","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/pre_validation_backup/calibration_report.txt","artifacts","1243","2026-07-20T09:46:10.4538461Z","fc1697933a85a240d084ce4976e7e904e1708ed05168c2f65d00d40b95c06ff1","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/pre_validation_backup/eval_report.json","artifacts","546","2026-07-20T09:46:10.4570928Z","6d75ccc813aacacacecf4407746604d55bf06ae10b9e3fdc0aea6b9e70902790","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/pre_validation_backup/manifest.json","artifacts","1058","2026-07-20T09:46:10.4251611Z","7404e0a1541d350c67b1911bdd858ca3bb563e6d2f03638ece8e83e6c41f9055","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/checkpoint_registry.json","artifacts","48912","2026-07-24T06:09:32.0477831Z","259997a4fbea2880b6b5ae5f95a489c0823135b48b0cd00907554b4b1b3647bf","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/config_snapshot.json","artifacts","2043","2026-07-24T06:09:38.2842810Z","a025ab421e90426174f1f2d2562f324af615c229b604fbed4b4d8b7acb0ad6bc","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/DATASET_CARD.md","artifacts","958","2026-07-24T06:09:38.4714665Z","b71b831a6fe5e597f6f38c8cdd6398728231087ab7278664fac792f03b470a77","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/dataset_integrity_report.json","artifacts","1044","2026-07-24T06:09:38.2794248Z","6a022211a069c7c7b0e6e90355123081ca46463fb250bd71bb21ef258a1f6405","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/dataset_inventory.json","artifacts","1063","2026-07-24T06:09:38.2794248Z","f163dbc4291ff5ca0d43a147fd28c5e824be05347fbec329de893791c7b79124","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/environment_full.json","artifacts","9724","2026-07-24T06:09:03.8927529Z","662fd5072703e9ad1a4ff78ea10d04a6ca977a394dac8c0225a595e20ad8c9f2","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/git_snapshot.json","artifacts","10868","2026-07-24T06:09:38.4553631Z","e3e661bed74923fa35ee7dbffa0b36831eff11e796089c08bcaf244f25357a42","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/MASTER_EXPERIMENT_REGISTRY.json","artifacts","2021","2026-07-24T06:09:38.4577012Z","e05c30f17ed1c7bdb54ecec6202f3aa08f9f2d349e43fce6c5e5c3ad910a32b4","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/MODEL_CARD.md","artifacts","1515","2026-07-24T06:09:38.4577012Z","5368d68b398cb4c2e6abf5a5cd3f0cced8620b31706627e9ffd023b75a5038e9","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/pmps01_gate.json","artifacts","443","2026-07-24T06:09:38.4783858Z","c802d881509fb8fb71f6c518d33b7015982fb3a64e2f013aca1fb50703fd3c99","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/PUBLICATION_BASELINE.md","artifacts","1320","2026-07-24T06:09:38.4783858Z","e330f09156b04db585ef5b0af49d3b0775aa550efbc32dcde0fa2cf10c5df9ef","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/repository_inventory.json","artifacts","2796520","2026-07-24T06:08:54.3444411Z","849f39576bed3b3c5540a72d5355df66fec570d39c96adbe23f2128afda6ff02","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/repository_tree.txt","artifacts","2073337","2026-07-24T06:08:54.4151548Z","715ffd84f585c16974f75de04937f069a5f981b8984d467675acbbde3c4b66e1","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/requirements_frozen.txt","artifacts","5866","2026-07-24T06:09:03.8937523Z","41893060bb557981edbf083b58f16132827d7a9f3ae7b1b8e8aaf6192ab646dd","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/publication_baseline/RESEARCH_GOVERNANCE.md","artifacts","660","2026-07-24T06:09:38.4714665Z","0999efa696424c1cca5079ddc3aeeca5ea73f3d981dd8559961eda3222048532","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/research_audit/bias_analysis.json","artifacts","825","2026-07-24T06:06:43.8799115Z","e5c263c0c2ff8347f6c47a22a1ef54c7ef953ffc8ad6ddd8f60af39720fc86a3","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/research_audit/calibration_audit.json","artifacts","282","2026-07-24T06:06:43.8426134Z","c337656b5c1fdfbf3935714d955b88d2a9d9b722c7e9eb5a39c255fa4ff75a37","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/research_audit/dataset_summary.json","artifacts","725","2026-07-24T06:06:43.2130478Z","c0a3c31f5ea90f5b8ba2ac8ae14e0ae6f0ffaec33ce873d76df709aeca2773e6","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/research_audit/duplicate_hash_report.csv","artifacts","2","2026-07-24T06:06:43.8335099Z","7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/research_audit/machine_split_table.csv","artifacts","336","2026-07-24T06:06:43.2813202Z","ba0101d54e30460e144a1c1180d50886a415c4dff332dea7ff610a0936b915b6","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/research_audit/normalization_audit.json","artifacts","398","2026-07-24T06:06:43.8345053Z","eca2a7a19d4740ba58e3341cce7b467196f8372294d363d1654dc6a36a342b3e","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/research_audit/segment_overlap_report.csv","artifacts","2","2026-07-24T06:06:43.3540916Z","7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/research_audit/shortcut_learning_report.json","artifacts","2138","2026-07-23T04:20:54.8418768Z","1cb92f875d060a552e60cc04642b72c1740e8a47da8b81e0160ec31eb37b320f","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/research_audit/threshold_audit.json","artifacts","990","2026-07-24T06:06:43.8456220Z","30f94e08a9d8bf70ffae1deb1d7bc0eacb8e2cb1e9a5406f2553d569ffe2bd6b","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"artifacts/threshold_metadata.json","artifacts","1491","2026-07-21T06:28:55.7599030Z","8b028a491b9b60366cb7c398bcea2c51e283638b506e8a14024b485a38b035db","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"benchmark.py","root","10031","2026-07-20T09:46:10.4271796Z","0c0c4fbac7ccaa80f5e2492bc51dbba2f4319ca976740a2100d07215d4ab1082","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"calibrate.py","root","3885","2026-07-20T09:46:10.4295585Z","07b822328b3faa0ff6e59efea9314d34ac5bc96dcd5f243ff415269d5b0bef51","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"chatgpt_context/CHATGPT_CURRENT_HANDOFF.md","chatgpt_context","3281","2026-07-21T11:46:15.2665081Z","a5f36ab955ebbbdba82dc6a07eab71bd09b6cda4304bc412ebb79871cf7ec93e","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"chatgpt_context/CHATGPT_END_SESSION_PROMPT.md","chatgpt_context","2520","2026-07-21T11:47:01.0677253Z","3764f7b25be170421883680db20ca71c641699687befbe9bfbbcb815a07a4a74","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"chatgpt_context/CHATGPT_MASTER_CONTEXT.md","chatgpt_context","3810","2026-07-21T11:45:47.4264826Z","cbcb447166395654e44a5a896e5fcffbb6710e09fb11956e67ef5d45b7d7c1f7","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"chatgpt_context/CHATGPT_START_PROMPT.md","chatgpt_context","2264","2026-07-21T11:46:41.6011921Z","ffa785b139ff7261b4f3ff2d2aa64b708d67626816496efe1882d469df6cc7be","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"chatgpt_context/CHATGPT_TASK_TEMPLATE.md","chatgpt_context","1681","2026-07-21T11:47:25.8154806Z","2a2528d2b347493fc2c62ee080686345e1ee18cc248f1465e9f3518a6911722b","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/best_model.pt","checkpoints","261427078","2026-07-21T14:14:12.0719293Z","7d58293ea5138b730811bb261de0b971a8a5e4e52665961b48f2f4a4d85ad7e9","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/calibration_report.json","checkpoints","2115","2026-07-20T09:46:10.4452374Z","2fa9ceffede7d08c305b5a416b35234d7e5006b7ff31608ab4800788f5205041","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/calibration_report.txt","checkpoints","1243","2026-07-20T09:46:10.4538461Z","fc1697933a85a240d084ce4976e7e904e1708ed05168c2f65d00d40b95c06ff1","COMPUTED_CURRENT","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_001.pt","checkpoints","261424810","2026-07-21T12:29:34.9937139Z","47988e642fba61771a620da287f0da0ff8dc1bc1e6a2d5062f168ec57a2aaac6","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_002.pt","checkpoints","261424810","2026-07-21T12:50:23.5067188Z","8e1971e47040fadea71834b1c822b4fc22659567fff0091e130675d82401c6ec","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_003.pt","checkpoints","261424810","2026-07-21T13:11:31.6024746Z","e40b586f88a8944d45066469453197be6b8367c113678ff0364a48d75aae569e","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_004.pt","checkpoints","261424810","2026-07-21T13:32:18.9863784Z","2481bf0a25a7fa5846229db9b68939f8f392891df5e9537f02b7c1e830da154f","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_005.pt","checkpoints","261424810","2026-07-21T13:53:10.2484637Z","32bdd3dccbedfe661f93315bcac89d97e9244204adb81ee171ecb28cf8e1d102","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_006.pt","checkpoints","261424810","2026-07-21T14:14:11.7528751Z","9582097ce565401fe10b8ec9838dfadcf85c5f6cb59695995a6e4418120aa6f9","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_007.pt","checkpoints","261424810","2026-07-21T14:35:07.2531446Z","1ba2661f52e3cd7b23adf3f8c3bad531bf6790402845277966ac23e3b2dd3fb2","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_008.pt","checkpoints","261424810","2026-07-21T14:55:56.0275710Z","6662e9f8cfe6dae3a00c83aff72898a4f1daa5700a272e32bf0e8d0a236e77c5","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_009.pt","checkpoints","261424810","2026-07-21T15:16:59.7508946Z","8d4026b5564bd52c5c52ef41d5bf1525e11297b94ac9d6601cc136d094028830","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_010.pt","checkpoints","261424810","2026-07-21T15:37:55.6510249Z","d3b6dfbd654f1b94cc8ac5124791563c12808d6140acc1a40df8daadb4e3ba9e","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_011.pt","checkpoints","261424810","2026-07-21T15:58:55.1402596Z","322c037017a6d722c99475d2d7d0fd6506d1980c8d2838bf9c812a91e04e72d5","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_012.pt","checkpoints","261424810","2026-07-21T16:18:04.4826719Z","627309296cd33c920e50ed14eb3b308bc258804730dc939986106a2d6d5cb8cf","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_013.pt","checkpoints","261424810","2026-07-21T16:31:27.3127421Z","ab8994dee851db65ef2cc27f3fa0cdbaa4f4d499ede2aaa416c795dd9e61e54c","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_014.pt","checkpoints","261424810","2026-07-21T16:44:51.8788185Z","0f554d691ffdf9ab1d669c3c9dc0d095b8ddc2f6ba76dddccd75abb4c041a8dc","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_015.pt","checkpoints","261424810","2026-07-21T16:58:13.8508008Z","528d7dcf77ee4acb721c1c872ded11afdafe088a65aa692c805ae8f85f10f3ff","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_016.pt","checkpoints","261424810","2026-07-21T17:11:35.5607820Z","e962682317cce5f0180eb3b22605c124ffd7050288ae789f64b5092e1cb2777a","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_017.pt","checkpoints","261424810","2026-07-21T17:24:59.6224371Z","b8906e078dd72b9dab972982ef2a07e06ceb9c86043b6ea02abaca7b744877c3","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_018.pt","checkpoints","261424810","2026-07-21T17:38:20.9841554Z","84321c6913122fb5afa6a8f1a99a767b16d9b3012cc8fbd76252457e0f174883","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_019.pt","checkpoints","261424810","2026-07-21T17:51:45.7487266Z","9ac9823804eb20d6cce571fd608ddec77aeedae9f2007ecada4a68fc6110caec","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_020.pt","checkpoints","261424810","2026-07-21T18:05:12.1044780Z","3585062e9c62e4c08425c655b046a9cd7bdfcc0a9183c658cec15ed7a55b2766","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_021.pt","checkpoints","261424810","2026-07-21T18:18:33.8900759Z","498a5e7b771965d64b1ac14784360b51eb978bfa6b18e9bc5793c364cdfaab2f","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_022.pt","checkpoints","261424810","2026-07-21T18:31:59.3171507Z","45fc0e1226051e61c6d5e69092266f9204d87365d445b1d1a1a54064f5c3144f","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_023.pt","checkpoints","261424810","2026-07-21T18:45:22.8562230Z","b0f20ba0f26bd5005ca95c089db412eec424e9245cf6ff5859a7dceff6049ea3","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_024.pt","checkpoints","261424810","2026-07-21T18:58:49.3391207Z","c71501203f26521c7223dcee66e2c90fdc44499620b9538dd833f7048e4a8659","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
"checkpoints/epoch_025.pt","checkpoints","261424810","2026-07-21T19:12:17.6692007Z","691a924a56d962db37b370a5f14e4c1ea19096ab32c0aef72e0f08c8c6e7b338","VERIFIED_EXISTING_CHECKPOINT_REGISTRY","PRE_MIGRATION_CHAAD_FILE"
